,,,,,CONSUMERS ONLY,,,,,,,,,,
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Very elderly,Composite food (including frozen products),A.01.001789,287,63.8%,168.32,128.42,17.00,25.00,142.50,398.80,450.75,596.00, 
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Very elderly,"Snacks, desserts, and other foods",A.01.001877,225,50.0%,98.12,69.77,10.00,24.50,87.55,243.80,298.70,321.55, 
Romania,Dieta Pilot Adults,Adults,Grains and grain-based products,A.01.000001,"1,253",99.9%,177.02,92.99,58.57,76.79,164.25,352.59,408.90,495.88, 
Romania,Dieta Pilot Adults,Adults,Vegetables and vegetable products (including fungi,A.01.000317,"1,254",100.0%,381.53,193.53,146.50,180.04,343.86,744.98,854.75,"1,051.30", 
Romania,Dieta Pilot Adults,Adults,Starchy roots and tubers,A.01.000467,"1,222",97.4%,117.71,70.38,21.43,37.47,109.43,253.43,284.57,323.57, 
Romania,Dieta Pilot Adults,Adults,"Legumes, nuts and oilseeds",A.01.000486,786,62.7%,28.87,22.84,4.29,7.14,22.86,71.43,85.00,109.29, 
Romania,Dieta Pilot Adults,Adults,Fruit and fruit products,A.01.000544,"1,198",95.5%,160.58,143.70,14.57,30.00,124.36,411.00,518.00,726.79, 
Romania,Dieta Pilot Adults,Adults,Meat and meat products (including edible offal),A.01.000727,"1,250",99.7%,192.82,92.97,67.43,85.71,183.57,365.07,412.58,481.71, 
Romania,Dieta Pilot Adults,Adults,"Fish and other seafood (including amphibians, rept",A.01.000876,518,41.3%,42.73,39.10,5.71,14.81,34.92,121.43,153.86,164.29, 
Romania,Dieta Pilot Adults,Adults,Milk and dairy products,A.01.000948,"1,251",99.8%,148.94,97.88,23.66,38.51,133.15,328.71,380.21,458.33, 
Romania,Dieta Pilot Adults,Adults,Eggs and egg products,A.01.001252,"1,208",96.3%,36.73,25.80,6.43,8.64,32.29,84.71,96.71,122.07, 
Romania,Dieta Pilot Adults,Adults,Sugar and confectionary,A.01.001267,"1,112",88.7%,18.86,17.12,0.93,2.52,13.99,52.57,64.31,74.71, 
Romania,Dieta Pilot Adults,Adults,Animal and vegetable fats and oils,A.01.001346,"1,254",100.0%,50.89,22.80,19.54,24.29,47.91,91.00,102.57,118.50, 
Romania,Dieta Pilot Adults,Adults,Fruit and vegetable juices,A.01.001394,709,56.5%,15.11,42.05,1.07,1.57,5.71,50.00,102.14,220.00, 
Romania,Dieta Pilot Adults,Adults,Non-alcoholic beverages (excepting milk based beve,A.01.001470,"1,235",98.5%,219.92,200.71,33.57,57.14,167.86,558.83,697.86,910.71, 
Romania,Dieta Pilot Adults,Adults,Alcoholic beverages,A.01.001534,525,41.9%,213.86,247.24,4.65,25.00,141.43,742.86,935.71,"1,085.71", 
Romania,Dieta Pilot Adults,Adults,Drinking water (water without any additives except,A.01.001573,"1,249",99.6%,393.98,492.41,58.92,84.44,207.91,"1,574.29","2,043.14","2,215.71", 
Romania,Dieta Pilot Adults,Adults,"Herbs, spices and condiments",A.01.001580,"1,254",100.0%,8.89,5.75,2.59,3.57,7.57,18.64,22.10,28.41, 
Romania,Dieta Pilot Adults,Adults,Products for special nutritional use,A.01.001748,3,0.2%,5.48,8.25,0.71,0.71,0.71,15.00,15.00,15.00, 
Romania,Dieta Pilot Adults,Adults,Composite food (including frozen products),A.01.001789,"1,055",84.1%,46.31,31.06,4.29,11.43,42.86,99.86,115.71,150.00, 
Romania,Dieta Pilot Adults,Adults,"Snacks, desserts, and other foods",A.01.001877,504,40.2%,34.26,33.47,1.86,6.43,28.21,92.86,121.43,163.57, 
Romania,Dieta Pilot Adults,Elderly,Grains and grain-based products,A.01.000001,82,98.8%,200.96,106.85,70.33,86.90,168.83,407.14,434.71,561.66,"Number of observations lower than 300, the 99th may not be statistically robust"
Romania,Dieta Pilot Adults,Elderly,Vegetables and vegetable products (including fungi,A.01.000317,83,100.0%,382.61,163.72,154.14,202.00,351.00,661.71,706.82,849.91,"Number of observations lower than 300, the 99th may not be statistically robust"
Romania,Dieta Pilot Adults,Elderly,Starchy roots and tubers,A.01.000467,81,97.6%,121.98,61.31,37.14,43.60,112.00,212.48,239.51,340.71,"Number of observations lower than 300, the 99th may not be statistically robust"
Romania,Dieta Pilot Adults,Elderly,"Legumes, nuts and oilseeds",A.01.000486,49,59.0%,21.86,18.46,4.29,6.59,14.29,67.23,71.43,91.43,"Number of observations lower than 300, the 99th may not be statistically robust"
Romania,Dieta Pilot Adults,Elderly,Fruit and fruit products,A.01.000544,80,96.4%,176.75,155.43,14.29,46.71,116.79,546.77,636.86,728.18,"Number of observations lower than 300, the 99th may not be statistically robust"
Romania,Dieta Pilot Adults,Elderly,Meat and meat products (including edible offal),A.01.000727,83,100.0%,152.28,79.94,44.21,63.46,147.00,321.21,329.61,361.59,"Number of observations lower than 300, the 99th may not be statistically robust"
Romania,Dieta Pilot Adults,Elderly,"Fish and other seafood (including amphibians, rept",A.01.000876,34,41.0%,63.42,90.79,9.00,11.43,42.07,143.00,546.10,546.10,"Number of observations lower than 300, the 99th may not be statistically robust"
Romania,Dieta Pilot Adults,Elderly,Milk and dairy products,A.01.000948,83,100.0%,180.59,103.90,35.71,48.57,170.97,350.65,438.64,542.86,"Number of observations lower than 300, the 99th may not be statistically robust"
Romania,Dieta Pilot Adults,Elderly,Eggs and egg products,A.01.001252,78,94.0%,35.00,28.52,4.64,9.86,28.46,78.67,120.43,172.86,"Number of observations lower than 300, the 99th may not be statistically robust"
Romania,Dieta Pilot Adults,Elderly,Sugar and confectionary,A.01.001267,73,88.0%,15.69,14.68,0.29,1.29,13.29,38.29,47.93,96.48,"Number of observations lower than 300, the 99th may not be statistically robust"
Romania,Dieta Pilot Adults,Elderly,Animal and vegetable fats and oils,A.01.001346,83,100.0%,47.93,19.94,21.14,23.15,45.00,82.26,90.13,93.14,"Number of observations lower than 300, the 99th may not be statistically robust"
Romania,Dieta Pilot Adults,Elderly,Fruit and vegetable juices,A.01.001394,41,49.4%,5.78,3.89,2.14,2.14,5.71,11.43,11.43,15.71,"Number of observations lower than 300, the 99th may not be statistically robust"
Romania,Dieta Pilot Adults,Elderly,Non-alcoholic beverages (excepting milk based beve,A.01.001470,82,98.8%,239.64,263.59,50.00,75.71,163.21,512.43,810.00,"2,107.14","Number of observations lower than 300, the 99th may not be statistically robust"
Romania,Dieta Pilot Adults,Elderly,Alcoholic beverages,A.01.001534,25,30.1%,108.04,151.79,12.57,21.43,71.43,303.57,714.29,714.29,"Number of observations lower than 300, the 99th may not be statistically robust"
Romania,Dieta Pilot Adults,Elderly,Drinking water (water without any additives except,A.01.001573,83,100.0%,355.69,489.11,60.00,85.71,206.74,"1,646.29","2,084.74","2,314.29","Number of observations lower than 300, the 99th may not be statistically robust"
Romania,Dieta Pilot Adults,Elderly,"Herbs, spices and condiments",A.01.001580,83,100.0%,8.05,4.38,2.80,3.53,7.00,16.91,19.47,23.36,"Number of observations lower than 300, the 99th may not be statistically robust"
Romania,Dieta Pilot Adults,Elderly,Composite food (including frozen products),A.01.001789,59,71.1%,42.74,28.02,8.14,16.29,37.71,108.29,109.27,124.29,"Number of observations lower than 300, the 99th may not be statistically robust"
Romania,Dieta Pilot Adults,Elderly,"Snacks, desserts, and other foods",A.01.001877,21,25.3%,25.31,24.62,6.43,7.14,14.29,85.71,100.00,100.00,"Number of observations lower than 300, the 99th may not be statistically robust"
Romania,Dieta Pilot Adults,Very elderly,Grains and grain-based products,A.01.000001,45,100.0%,246.23,136.54,105.21,115.55,194.44,526.23,562.25,572.84,"Number of observations lower than 60, the 95th and higher percentiles may not be statistically robust"
Romania,Dieta Pilot Adults,Very elderly,Vegetables and vegetable products (including fungi,A.01.000317,45,100.0%,391.10,164.43,204.00,240.92,356.32,668.79,714.11,"1,072.10","Number of observations lower than 60, the 95th and higher percentiles may not be statistically robust"
Romania,Dieta Pilot Adults,Very elderly,Starchy roots and tubers,A.01.000467,44,97.8%,110.37,53.23,38.57,41.78,107.00,184.86,188.00,242.71,"Number of observations lower than 60, the 95th and higher percentiles may not be statistically robust"
Romania,Dieta Pilot Adults,Very elderly,"Legumes, nuts and oilseeds",A.01.000486,32,71.1%,28.43,17.76,5.71,11.43,24.29,59.06,83.71,83.71,"Number of observations lower than 60, the 95th and higher percentiles may not be statistically robust"
Romania,Dieta Pilot Adults,Very elderly,Fruit and fruit products,A.01.000544,44,97.8%,153.58,153.02,6.00,12.86,118.51,293.86,421.71,936.71,"Number of observations lower than 60, the 95th and higher percentiles may not be statistically robust"
Romania,Dieta Pilot Adults,Very elderly,Meat and meat products (including edible offal),A.01.000727,44,97.8%,154.11,85.88,50.14,67.68,130.18,306.15,347.41,374.64,"Number of observations lower than 60, the 95th and higher percentiles may not be statistically robust"
Romania,Dieta Pilot Adults,Very elderly,"Fish and other seafood (including amphibians, rept",A.01.000876,16,35.6%,53.52,48.05,7.14,17.86,40.21,164.29,164.29,164.29,"Number of observations lower than 60, the 95th and higher percentiles may not be statistically robust"
Romania,Dieta Pilot Adults,Very elderly,Milk and dairy products,A.01.000948,45,100.0%,181.42,128.17,15.43,50.00,159.29,429.89,499.71,623.71,"Number of observations lower than 60, the 95th and higher percentiles may not be statistically robust"
Romania,Dieta Pilot Adults,Very elderly,Eggs and egg products,A.01.001252,43,95.6%,32.38,23.86,7.14,8.57,27.97,86.71,86.71,120.14,"Number of observations lower than 60, the 95th and higher percentiles may not be statistically robust"
Romania,Dieta Pilot Adults,Very elderly,Sugar and confectionary,A.01.001267,41,91.1%,13.31,11.57,0.86,1.00,10.09,32.68,39.00,52.40,"Number of observations lower than 60, the 95th and higher percentiles may not be statistically robust"
Romania,Dieta Pilot Adults,Very elderly,Animal and vegetable fats and oils,A.01.001346,45,100.0%,49.90,22.37,22.59,24.00,45.00,94.04,99.80,107.65,"Number of observations lower than 60, the 95th and higher percentiles may not be statistically robust"
Romania,Dieta Pilot Adults,Very elderly,Fruit and vegetable juices,A.01.001394,18,40.0%,19.60,37.11,0.36,2.14,6.07,127.86,127.86,127.86,"Number of observations lower than 60, the 95th and higher percentiles may not be statistically robust"
Romania,Dieta Pilot Adults,Very elderly,Non-alcoholic beverages (excepting milk based beve,A.01.001470,45,100.0%,230.16,199.66,32.14,39.29,178.57,535.00,603.57,"1,107.14","Number of observations lower than 60, the 95th and higher percentiles may not be statistically robust"
Romania,Dieta Pilot Adults,Very elderly,Alcoholic beverages,A.01.001534,18,40.0%,149.48,212.03,3.05,3.57,62.50,767.86,767.86,767.86,"Number of observations lower than 60, the 95th and higher percentiles may not be statistically robust"
Romania,Dieta Pilot Adults,Very elderly,Drinking water (water without any additives except,A.01.001573,45,100.0%,279.36,282.99,59.66,74.29,204.86,"1,111.43","1,243.33","1,243.33","Number of observations lower than 60, the 95th and higher percentiles may not be statistically robust"
Romania,Dieta Pilot Adults,Very elderly,"Herbs, spices and condiments",A.01.001580,45,100.0%,7.94,6.22,3.63,3.81,5.55,16.99,20.26,38.20,"Number of observations lower than 60, the 95th and higher percentiles may not be statistically robust"
Romania,Dieta Pilot Adults,Very elderly,Composite food (including frozen products),A.01.001789,32,71.1%,40.24,25.26,6.43,8.14,32.79,89.14,90.02,90.02,"Number of observations lower than 60, the 95th and higher percentiles may not be statistically robust"
Romania,Dieta Pilot Adults,Very elderly,"Snacks, desserts, and other foods",A.01.001877,8,17.8%,16.13,9.68,2.57,2.57,14.29,35.71,35.71,35.71,"Number of observations lower than 60, the 95th and higher percentiles may not be statistically robust"
Sweden,National Food Administration,Other children,Grains and grain-based products,A.01.000001,"1,473",100.0%,171.91,66.39,81.75,96.89,163.45,293.31,328.50,356.41, 
Sweden,National Food Administration,Other children,Vegetables and vegetable products (including fungi,A.01.000317,"1,324",89.9%,42.19,36.80,3.75,7.25,32.75,114.25,141.75,163.33, 
Sweden,National Food Administration,Other children,Starchy roots and tubers,A.01.000467,"1,386",94.1%,90.18,58.76,18.75,23.75,81.25,195.00,231.25,277.50, 
Sweden,National Food Administration,Other children,"Legumes, nuts and oilseeds",A.01.000486,307,20.8%,10.50,10.50,1.75,2.25,7.50,32.75,45.00,53.00, 
Sweden,National Food Administration,Other children,Fruit and fruit products,A.01.000544,"1,399",95.0%,121.68,79.24,17.00,30.50,108.50,274.25,303.00,353.00, 
Sweden,National Food Administration,Other children,Meat and meat products (including edible offal),A.01.000727,"1,468",99.7%,67.46,36.28,18.55,26.50,61.48,136.50,151.50,174.75, 
Sweden,National Food Administration,Other children,"Fish and other seafood (including amphibians, rept",A.01.000876,896,60.8%,25.71,20.14,3.00,6.25,22.50,61.25,75.00,97.50, 
Sweden,National Food Administration,Other children,Milk and dairy products,A.01.000948,"1,467",99.6%,471.73,232.43,128.75,188.00,444.98,895.25,994.13,"1,102.13", 
Sweden,National Food Administration,Other children,Eggs and egg products,A.01.001252,399,27.1%,13.89,11.80,0.83,1.50,12.50,37.50,40.00,62.50, 
Sweden,National Food Administration,Other children,Sugar and confectionary,A.01.001267,"1,253",85.1%,26.89,25.53,1.25,3.00,20.25,75.00,100.28,119.00, 
Sweden,National Food Administration,Other children,Animal and vegetable fats and oils,A.01.001346,"1,464",99.4%,11.02,7.40,2.25,3.54,9.50,24.18,27.75,33.75, 
Sweden,National Food Administration,Other children,Fruit and vegetable juices,A.01.001394,744,50.5%,121.95,98.91,18.75,26.25,100.00,315.00,367.50,496.25, 
Sweden,National Food Administration,Other children,Non-alcoholic beverages (excepting milk based beve,A.01.001470,"1,387",94.2%,249.32,171.76,50.00,75.00,206.00,568.75,669.50,805.50, 
Sweden,National Food Administration,Other children,Alcoholic beverages,A.01.001534,49,3.3%,66.57,33.10,25.00,25.00,56.25,132.50,137.50,137.50, 
Sweden,National Food Administration,Other children,Drinking water (water without any additives except,A.01.001573,"1,292",87.7%,173.34,160.92,3.75,7.50,129.45,480.63,588.44,739.50, 
Sweden,National Food Administration,Other children,"Herbs, spices and condiments",A.01.001580,"1,365",92.7%,25.21,24.21,0.42,1.50,18.56,71.50,85.88,110.55, 
Sweden,National Food Administration,Other children,Food for infants and small children,A.01.001715,36,2.4%,214.03,154.57,25.00,37.50,200.00,550.00,625.00,625.00, 
Sweden,National Food Administration,Other children,Products for special nutritional use,A.01.001748,270,18.3%,5.67,34.44,0.25,0.25,1.00,11.25,37.50,150.00, 
Sweden,National Food Administration,Other children,Composite food (including frozen products),A.01.001789,"1,465",99.5%,141.10,90.29,30.00,43.00,124.38,310.50,368.75,427.25, 
Sweden,National Food Administration,Other children,"Snacks, desserts, and other foods",A.01.001877,"1,251",84.9%,38.36,30.88,4.50,7.50,31.25,96.00,109.50,135.25, 
Sweden,National Food Administration,Adolescents,Grains and grain-based products,A.01.000001,"1,017",99.9%,179.95,70.79,79.38,95.13,173.01,312.75,342.75,370.00, 
Sweden,National Food Administration,Adolescents,Vegetables and vegetable products (including fungi,A.01.000317,821,80.6%,36.87,37.31,3.50,5.50,25.75,103.75,133.25,174.15, 
Sweden,National Food Administration,Adolescents,Starchy roots and tubers,A.01.000467,959,94.2%,111.87,69.51,21.25,37.50,100.00,245.00,278.75,337.31, 
Sweden,National Food Administration,Adolescents,"Legumes, nuts and oilseeds",A.01.000486,202,19.8%,14.60,19.02,1.50,2.25,9.00,38.25,64.50,108.00, 
Sweden,National Food Administration,Adolescents,Fruit and fruit products,A.01.000544,844,82.9%,88.76,77.27,7.50,13.25,71.13,239.50,275.00,362.00, 
Sweden,National Food Administration,Adolescents,Meat and meat products (including edible offal),A.01.000727,"1,004",98.6%,75.35,41.57,15.75,25.00,70.25,152.25,171.00,191.25, 
Sweden,National Food Administration,Adolescents,"Fish and other seafood (including amphibians, rept",A.01.000876,527,51.8%,30.96,24.16,3.75,6.25,25.00,75.00,97.50,122.50, 
