Naturalness,Taste,Price,Safety,Convenience,Nutrition,Novelty,Origin,Fairness,Appearance,Environmental Impact,Animal Welfare,Naturalness,Taste,Price,Safety,Convenience,Nutrition,Novelty,Origin,Fairness,Appearance,Environmental Impact,Animal Welfare,Weekly GroceryExpenditure,Weekly Eating Out Expenditure,Finding affordable foods that fit my budget,"Avoiding foods that contain pesticides, added hormones & antibiotics","Finding convenient, quick-to-make alternatives",Finding foods my children will eat,Losing weight,Finding time to cook at home,"Avoiding certain nutrients or ingredients (i.e. sodium, carbohydrates, trans fats, etc.)",Priceset1,Priceset2,Priceset3,Priceset4,Priceset5,Priceset6,Priceset7,Priceset8,Priceset9,Priceset10,Priceset11,Priceset12,Priceset13,Priceset14,Priceset15,Priceset16,Priceset17,Priceset18,Priceset19,Priceset20,Priceset21,Pricese22,Priceset23,Priceset24,Priceset25,Priceset26,Priceset27,Are you a vegetarian or a vegan?,Primaryshopper,FarmingExperience,CurrentlyFarm,Gender,Age,MaritalStatus,NumberInHousehold,Children<12,Weight,Height,ReceivedFoodStamps,CurrentlyOnFoodStamps,State,Education,Approximate / annual household income before taxes in 2012,"Hispanic, Latino, or Spanish origin?",Race,PoliticalInclination,PoliticalParty,LocationLatitude,LocationLongitude
1,3,,,,,,,1,2,0,4,0,2,0,1,,,1,4,1,1,0,3,5,5,7,1,6,4,2,3,5,5,4,1,8,7,3,5,3,6,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,2,2,1,30,6,1,1,47,6,4,1,1,1,2,38.658203125,-77.249702453613
1,3,0,1,0,4,,,0,2,0,3,1,4,,,,,1,1,1,2,,,3,1,1,5,3,2,6,7,4,9,9,1,1,5,1,4,2,1,,,,,,,,,,,,,,,,,,,2,1,1,2,2,4,4,2,2,190,17,1,2,34,4,1,1,1,5,4,35.407699584961,-83.298301696777
0,4,,,0,1,0,3,0,2,,,1,4,1,2,,,,,1,1,1,3,3,1,1,6,5,3,2,4,7,,,,,,,,,,5,1,5,8,6,1,7,6,5,,,,,,,,,,2,1,2,2,1,6,1,1,2,178,21,1,1,10,3,3,1,1,2,1,26.620300292969,-80.059196472168
,,,,0,4,1,3,1,1,0,1,1,2,1,4,,,,,0,3,0,2,5,3,3,2,5,7,6,4,1,,,,,,,,,,,,,,,,,,,7,7,7,7,7,8,7,7,8,1,1,2,2,1,4,1,1,2,190,28,2,2,11,5,4,1,1,1,1,33.78840637207,-84.349098205566
,,0,3,1,4,0,2,1,1,0,1,1,2,1,3,0,4,,,,,,,4,7,5,2,1,7,4,6,3,,,,,,,,,,,,,,,,,,,8,6,6,3,8,8,6,3,8,2,1,2,2,2,5,2,2,2,175,20,2,2,8,2,2,1,1,1,1,38.770492553711,-75.279899597168
0,1,0,3,1,2,0,2,,,,,1,1,1,3,1,4,0,4,,,,,6,8,2,6,4,7,3,5,1,,,,,,,,,,,,,,,,,,,6,5,1,5,4,4,2,3,3,2,1,2,2,1,2,1,1,2,250,26,2,2,19,2,3,1,2,1,1,30.933502197266,-91.859802246094
0,3,0,4,,,0,1,1,2,0,2,1,3,,,1,1,,,1,4,,,7,3,2,7,6,1,3,5,4,8,5,3,2,2,1,5,1,3,,,,,,,,,,,,,,,,,,,2,1,2,2,2,4,2,3,1,150,13,2,2,33,4,3,1,1,5,2,41.372894287109,-74.640701293945
,,0,1,,,0,2,1,4,0,3,1,3,1,2,,,1,1,,,0,4,7,4,4,1,7,3,6,5,2,,,,,,,,,,3,4,7,2,5,4,3,1,8,,,,,,,,,,2,1,2,2,1,5,2,2,2,160,16,2,2,5,3,3,1,6,3,1,40.731704711914,-73.988502502441
1,1,0,3,0,1,0,2,1,3,,,1,4,0,4,1,2,,,,,,,6,4,2,1,7,3,6,5,4,,,,,,,,,,5,5,6,1,6,3,4,8,3,,,,,,,,,,2,1,2,2,1,3,2,4,1,185,23,2,2,44,5,5,1,1,4,2,29.98779296875,-95.654998779297
0,2,,,,,0,3,1,4,0,1,1,1,1,2,,,1,3,,,0,4,4,1,5,1,2,7,4,6,3,,,,,,,,,,,,,,,,,,,7,8,8,1,5,7,8,7,3,2,1,1,2,2,7,4,1,2,152,17,1,1,33,6,1,1,1,1,5,43.957794189453,-73.529602050781
1,4,0,4,0,2,0,3,1,1,0,1,,,1,3,,,1,2,,,,,8,6,3,1,4,6,7,5,2,3,3,3,9,5,5,3,5,3,,,,,,,,,,,,,,,,,,,2,1,2,2,2,6,2,2,2,141,15,2,2,23,4,3,1,1,5,1,45.23420715332,-87.564300537109
1,3,0,3,0,1,0,2,1,1,1,4,1,2,,,,,,,,,0,4,7,2,1,4,5,3,7,6,2,7,6,6,7,4,5,5,7,4,,,,,,,,,,,,,,,,,,,2,1,2,2,2,5,2,4,2,205,17,1,1,5,3,1,1,1,1,1,37.289993286133,-120.48880004883
1,1,,,,,0,1,,,0,2,,,0,3,1,2,0,4,1,3,1,4,5,8,4,1,5,7,6,3,2,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,2,3,2,2,1,7,2,2,2,175,22,2,2,10,2,4,1,1,3,1,26.595794677734,-80.129898071289
1,2,0,2,1,4,0,1,0,4,0,3,1,1,1,3,,,,,,,,,5,6,3,5,2,7,6,4,1,,,,,,,,,,5,5,5,5,5,5,5,5,3,,,,,,,,,,2,1,2,2,1,6,4,1,2,158,22,2,2,44,5,5,1,1,2,4,33.034698486328,-96.813400268555
1,2,0,4,0,2,,,0,3,0,1,1,3,,,1,4,,,1,1,,,6,4,6,2,3,5,1,4,7,7,6,6,8,5,5,5,5,4,,,,,,,,,,,,,,,,,,,2,3,2,2,1,2,2,4,1,300,26,1,1,45,5,1,1,1,4,4,41.154403686523,-111.97959899902
1,4,1,2,1,3,0,2,1,1,0,3,,,0,1,,,0,4,,,,,7,8,6,1,3,4,7,2,5,3,1,5,1,4,8,2,2,3,,,,,,,,,,,,,,,,,,,2,1,2,2,1,2,2,4,1,80,28,1,2,9,5,8,1,1,1,1,42.156295776367,-122.52980041504
0,2,,,0,3,0,1,1,3,0,4,1,2,1,1,,,,,1,4,,,7,4,3,2,6,4,7,5,1,,,,,,,,,,5,8,9,9,1,9,5,9,5,,,,,,,,,,2,1,2,2,2,4,4,3,1,130,17,2,2,5,3,3,2,1,1,1,40.717697143555,-124.11470031738
,,0,1,1,4,0,2,1,3,0,3,1,2,1,1,,,,,,,0,4,1,1,3,2,4,7,1,6,5,,,,,,,,,,5,5,7,5,5,8,7,5,5,,,,,,,,,,2,1,2,2,2,2,1,1,2,200,10,2,2,36,7,3,1,1,2,4,39.99299621582,-82.998497009277
1,3,0,1,0,3,1,4,1,1,0,2,,,,,,,1,2,,,0,4,9,7,6,2,7,1,3,4,5,,,,,,,,,,2,5,5,5,3,3,5,6,6,,,,,,,,,,2,1,2,2,2,2,2,3,1,130,16,2,2,19,4,4,1,1,2,1,30.471893310547,-90.481796264648
0,4,0,2,1,4,,,0,3,0,1,1,3,1,1,,,1,2,,,,,6,2,4,1,6,2,5,7,3,9,5,1,7,9,4,8,9,9,,,,,,,,,,,,,,,,,,,2,1,2,2,1,3,1,3,1,190,22,2,2,39,5,4,1,1,3,4,40.443893432617,-79.956100463867
1,4,0,1,0,2,0,4,,,1,2,,,1,1,1,3,0,3,,,,,5,1,1,5,2,6,4,3,7,5,5,5,5,5,5,5,2,5,,,,,,,,,,,,,,,,,,,2,1,2,2,2,3,4,4,1,270,18,1,1,36,4,1,1,1,3,4,41.852798461914,-80.790496826172
1,4,0,2,0,1,0,4,0,3,1,3,,,1,2,,,,,1,1,,,2,2,3,5,2,7,6,1,4,,,,,,,,,,5,5,6,9,6,3,6,5,6,,,,,,,,,,2,2,2,2,2,6,1,2,2,190,16,2,2,50,3,2,1,1,3,4,43.147994995117,-87.920799255371
0,3,1,1,1,3,,,,,0,2,,,0,4,,,0,1,1,2,1,4,6,6,3,4,1,6,5,2,7,,,,,,,,,,,,,,,,,,,2,1,8,2,8,3,5,8,5,1,1,2,1,2,2,2,3,1,120,25,2,1,5,5,8,1,1,4,2,37.786193847656,-122.43710327148
1,1,0,4,0,3,0,1,,,0,2,1,4,1,3,,,1,2,,,,,7,8,6,5,3,7,1,2,4,,,,,,,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,2,1,2,2,1,6,2,2,2,180,24,2,2,48,3,5,1,1,3,1,48.321792602539,-122.63050079346
1,4,0,2,0,3,,,0,4,,,,,1,1,1,3,0,1,,,1,2,7,3,4,6,2,7,1,3,5,1,3,2,1,4,5,5,5,4,,,,,,,,,,,,,,,,,,,2,3,2,2,1,4,2,2,2,184,18,2,2,22,5,6,1,1,4,2,42.287292480469,-71.352401733398
1,2,0,4,0,2,,,0,1,,,,,1,1,1,3,0,3,1,4,,,6,1,3,7,1,2,6,5,4,,,,,,,,,,,,,,,,,,,4,7,1,1,8,4,5,5,1,2,3,2,2,2,5,2,4,2,115,15,1,2,5,5,3,2,1,5,2,34.027297973633,-117.58779907227
1,1,0,2,0,1,0,3,0,4,1,2,1,3,,,,,,,1,4,,,3,2,1,5,2,4,7,6,3,,,,,,,,,,5,3,2,2,3,3,2,5,3,,,,,,,,,,2,1,2,2,2,6,2,2,2,120,13,2,2,36,2,2,1,1,3,2,40.489593505859,-82.859100341797
1,2,,,0,1,,,,,0,2,0,4,,,1,3,0,3,1,1,1,4,9,5,5,7,3,2,1,4,6,,,,,,,,,,,,,,,,,,,2,6,6,1,1,2,6,3,1,2,1,2,2,2,2,2,2,2,155,16,2,2,19,4,5,1,1,5,2,29.63330078125,-90.673202514648
0,2,,,,,1,4,0,1,0,4,1,2,,,0,3,1,3,1,1,,,5,2,4,5,6,2,7,1,3,,,,,,,,,,9,9,9,9,9,9,9,9,9,,,,,,,,,,2,3,2,2,1,5,2,2,2,198,23,2,2,34,5,3,5,1,5,4,34.125595092773,-77.918998718262
,,0,4,0,3,,,1,4,0,2,0,1,1,2,1,1,1,3,,,,,9,5,2,6,3,7,1,4,5,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,2,1,1,2,1,6,2,2,2,210,26,2,2,30,5,4,1,1,2,1,42.864501953125,-71.042701721191
1,2,0,1,,,,,0,4,0,2,1,1,1,3,,,1,4,,,0,3,9,7,5,3,2,6,7,1,4,1,2,2,1,5,5,5,2,1,,,,,,,,,,,,,,,,,,,2,1,2,2,1,6,2,3,2,162,24,2,2,18,5,9,1,1,2,1,38.192504882812,-85.786903381348
1,2,0,2,0,1,,,0,3,,,1,4,1,3,,,0,4,1,1,,,8,2,1,5,3,7,6,2,4,,,,,,,,,,,,,,,,,,,2,6,2,1,6,2,6,6,6,2,1,2,2,1,5,2,2,2,220,19,2,2,10,5,3,1,1,4,2,27.915802001953,-82.228996276855
1,2,0,3,0,1,0,4,,,,,,,1,1,1,4,0,2,1,3,,,4,2,6,5,3,7,2,4,1,5,3,3,5,5,5,3,5,3,,,,,,,,,,,,,,,,,,,2,3,1,2,2,6,2,3,2,145,17,2,2,24,3,6,1,1,3,4,45.261703491211,-92.82740020752
1,2,0,3,0,2,,,0,1,0,4,1,1,1,4,,,1,3,,,,,3,2,2,6,1,7,4,5,3,,,,,,,,,,,,,,,,,,,2,6,5,1,2,8,5,2,1,2,1,2,2,1,5,4,3,2,285,25,2,2,43,5,2,1,1,4,2,35.712493896484,-88.702102661133
,,0,4,,,0,3,1,1,0,2,,,0,1,,,1,4,1,2,1,3,5,3,4,5,1,2,7,6,3,,,,,,,,,,,,,,,,,,,2,1,6,2,6,1,2,6,6,2,1,2,2,1,2,2,4,1,123,9,1,2,48,7,7,1,1,4,2,33.03059387207,-96.992599487305
0,1,0,3,1,1,,,,,,,1,3,0,4,1,2,,,0,2,1,4,8,9,2,7,1,4,5,3,6,5,6,2,1,5,5,5,3,1,,,,,,,,,,,,,,,,,,,2,1,2,1,1,2,2,4,1,190,34,2,2,41,6,5,1,1,3,2,45.869598388672,-119.68800354004
,,0,2,,,0,1,1,2,0,4,1,1,1,4,,,0,3,,,1,3,6,1,1,2,4,7,6,5,3,,,,,,,,,,5,5,5,5,5,3,5,5,3,,,,,,,,,,2,1,1,2,2,6,4,1,2,113,17,1,1,5,3,1,1,1,3,1,39.741302490234,-121.61209869385
0,1,,,,,0,4,,,0,3,1,4,1,3,0,2,1,2,,,1,1,3,1,7,2,5,4,6,1,3,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,2,3,2,2,2,6,2,3,2,212,14,2,2,22,2,2,1,2,5,1,42.079605102539,-71.038200378418
,,0,1,0,4,0,3,1,2,0,2,1,1,,,,,,,1,4,1,3,6,1,5,3,4,7,1,6,2,,,,,,,,,,5,5,9,5,5,9,9,5,5,,,,,,,,,,2,1,2,2,2,5,4,1,2,124,12,2,2,15,6,2,1,1,3,1,40.528594970703,-86.167503356934
1,2,0,3,0,2,1,1,,,0,4,1,3,,,,,0,1,1,4,,,2,2,3,5,2,7,1,4,6,,,,,,,,,,1,3,2,4,5,6,8,2,6,,,,,,,,,,2,1,2,2,2,5,1,1,2,190,14,1,2,50,5,2,1,1,3,4,44.059906005859,-88.527801513672
,,0,3,0,1,1,3,0,2,0,4,1,2,,,1,1,1,4,,,,,2,1,2,3,1,5,7,6,4,1,3,5,1,5,5,5,1,1,,,,,,,,,,,,,,,,,,,2,1,1,2,2,6,5,1,2,140,15,2,2,42,5,1,1,1,1,1,44.120895385742,-103.19779968262
0,2,0,1,1,3,,,1,1,,,1,2,0,3,1,4,0,4,,,,,8,9,5,1,4,7,6,3,2,,,,,,,,,,5,5,9,1,5,1,9,4,4,,,,,,,,,,2,3,2,2,1,5,2,2,2,150,21,2,2,5,5,8,1,1,4,2,38.557495117188,-122.15539550781
1,4,0,2,,,,,1,1,0,1,0,4,1,2,1,3,0,3,,,,,6,5,2,5,3,7,1,6,4,,,,,,,,,,,,,,,,,,,5,1,5,1,6,5,5,5,6,2,2,2,2,1,6,2,2,2,170,22,2,2,33,2,5,1,1,3,2,41.312698364258,-73.850799560547
0,1,,,,,,,0,3,1,4,0,4,1,2,,,0,2,1,1,1,3,6,4,2,1,3,5,4,6,7,5,2,4,4,4,4,5,4,4,,,,,,,,,,,,,,,,,,,2,3,2,2,1,6,2,2,2,225,22,2,,21,4,4,1,2,5,1,39.328796386719,-76.596702575684
,,0,1,0,3,0,2,1,2,0,4,1,3,,,1,1,1,4,,,,,9,9,6,5,2,3,7,1,4,,,,,,,,,,,,,,,,,,,7,7,1,1,7,4,5,3,1,2,3,2,2,1,5,1,4,1,180,23,2,2,44,5,9,1,2,3,4,29.748901367188,-95.467796325684
,,0,2,,,0,3,0,4,0,1,1,2,1,1,1,4,1,3,,,,,4,3,3,4,1,7,5,2,6,,,,,,,,,,8,8,8,8,8,8,8,8,8,,,,,,,,,,2,1,2,2,2,2,1,2,2,105,19,2,2,5,3,3,1,1,3,4,34.228698730469,-118.44409942627
0,3,1,3,1,2,1,1,0,1,,,0,2,,,,,0,4,,,1,4,7,7,7,6,5,3,4,2,1,5,3,3,8,5,8,7,5,4,,,,,,,,,,,,,,,,,,,2,1,2,2,1,2,2,3,1,180,25,2,2,37,7,7,1,1,5,2,42.416305541992,-70.99690246582
0,3,,,,,1,2,1,3,0,4,1,4,1,1,0,2,,,0,1,,,6,1,2,1,5,3,6,7,4,,,,,,,,,,,,,,,,,,,2,2,2,6,6,2,5,1,6,2,1,2,2,1,2,2,2,2,150,18,2,2,48,3,1,1,1,3,2,48.36360168457,-121.98030090332
1,3,0,2,0,4,0,1,,,,,,,,,1,2,0,3,1,1,1,4,5,2,5,3,4,7,1,6,2,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,2,3,2,2,1,5,2,2,2,180,21,2,2,33,5,6,1,1,4,2,40.850402832031,-73.936897277832
1,2,0,4,0,2,0,3,0,1,,,1,1,1,3,,,1,4,,,,,6,3,3,6,2,7,4,1,5,,,,,,,,,,,,,,,,,,,6,6,1,1,5,5,5,5,1,2,1,2,2,1,4,2,2,2,205,26,2,2,4,7,9,1,1,3,1,32.43879699707,-110.95749664307
,,0,3,,,,,0,4,0,2,1,1,1,4,1,2,1,3,,,0,1,3,2,4,6,3,7,5,2,1,9,7,9,8,9,9,9,9,9,,,,,,,,,,,,,,,,,,,1,2,2,2,2,1,1,3,2,125,19,2,2,46,3,7,1,1,2,1,40.696304321289,-73.620697021484
0,3,0,2,1,1,,,1,4,0,1,1,2,,,,,,,1,3,0,4,3,1,2,1,5,7,6,4,3,8,8,8,8,8,8,8,8,8,,,,,,,,,,,,,,,,,,,2,1,2,2,2,6,4,1,2,120,13,1,1,21,2,1,1,1,5,2,39.278396606445,-76.556999206543
1,3,0,2,0,1,0,3,,,1,1,0,4,1,4,1,2,,,,,,,7,4,1,3,5,7,6,4,2,,,,,,,,,,,,,,,,,,,8,8,8,8,8,8,8,8,8,1,3,2,2,2,3,1,3,2,260,15,1,2,33,2,2,1,1,2,4,42.835601806641,-78.748397827148
1,1,0,4,0,3,0,1,,,0,2,1,4,,,1,2,,,1,3,,,7,1,1,4,3,2,7,5,6,1,6,6,1,4,5,6,6,6,,,,,,,,,,,,,,,,,,,2,1,2,2,1,3,2,4,1,210,26,1,1,37,2,1,1,1,2,1,35.673797607422,-95.305603027344
1,1,0,1,,,0,2,1,3,0,3,,,,,1,2,0,4,1,4,,,6,3,1,2,6,5,4,7,3,,,,,,,,,,5,4,7,5,8,7,7,8,1,,,,,,,,,,2,1,2,2,2,5,2,2,2,110,14,2,2,11,2,4,1,2,3,1,33.658905029297,-84.142997741699
,,0,3,,,1,3,,,0,2,1,4,1,2,1,1,0,1,0,4,,,3,1,2,7,1,6,4,5,3,,,,,,,,,,6,2,6,6,6,6,4,6,4,,,,,,,,,,2,1,2,2,2,6,1,1,2,200,24,1,2,29,3,1,1,1,4,4,36.144500732422,-115.22570037842
1,4,0,4,,,0,1,0,2,,,1,1,,,1,2,0,3,1,3,,,5,5,1,3,4,7,6,2,5,,,,,,,,,,5,5,2,2,6,3,4,5,4,,,,,,,,,,2,1,2,2,2,3,1,2,2,165,20,2,2,5,2,4,2,1,6,4,34.185394287109,-118.39080047607
1,1,0,4,0,1,0,3,,,0,2,,,1,2,1,3,,,1,4,,,8,3,4,6,3,7,5,2,1,,,,,,,,,,1,3,4,4,2,1,5,9,5,,,,,,,,,,2,3,2,2,2,6,2,2,2,211,18,2,2,5,4,2,1,1,3,1,32.818298339844,-117.19660186768
,,0,2,0,3,1,2,0,4,0,1,1,1,1,4,,,,,,,1,3,4,1,3,5,6,7,1,2,4,,,,,,,,,,5,5,5,5,5,5,5,5,5,,,,,,,,,,2,1,2,2,2,4,1,1,2,181,12,2,2,22,5,2,1,1,3,4,42.289306640625,-71.794403076172
1,3,0,4,1,4,0,3,1,2,0,1,,,1,1,,,0,2,,,,,9,9,4,5,6,7,1,3,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,2,2,115,17,2,2,26,5,4,1,6,5,1,38.701202392578,-90.366996765137
1,2,,,1,3,0,2,1,4,0,1,1,1,,,,,,,0,4,0,3,9,3,3,6,4,5,1,2,7,,,,,,,,,,8,7,8,8,8,3,7,8,8,,,,,,,,,,2,3,2,2,2,2,1,5,2,171,16,2,2,5,5,2,1,1,2,1,34.430206298828,-118.51930236816
0,2,,,,,0,1,0,4,,,1,1,1,3,,,1,2,1,4,0,3,7,1,1,2,7,6,3,4,5,,,,,,,,,,,,,,,,,,,7,6,1,1,1,5,5,5,1,2,3,2,2,2,4,4,3,2,170,18,1,2,3,4,2,1,1,2,4,47.620101928711,-122.14080047607
,,0,1,0,4,,,0,3,0,2,,,1,1,1,4,1,3,1,2,,,9,6,4,6,2,7,1,3,5,,,,,,,,,,,,,,,,,,,7,7,5,7,5,5,5,5,5,2,1,2,2,1,2,1,3,2,242,22,2,2,33,5,6,1,4,3,2,40.779205322266,-73.906997680664
1,3,,,0,1,0,2,,,0,3,,,1,2,1,1,1,4,,,0,4,5,1,2,5,1,6,7,3,4,,,,,,,,,,,,,,,,,,,2,4,5,1,8,8,5,5,1,2,3,2,2,2,2,2,2,2,116,13,2,2,15,5,1,1,1,1,1,41.930999755859,-88.009002685547
1,4,0,1,0,3,0,4,1,2,0,2,1,3,,,,,1,1,,,,,9,3,2,5,6,7,4,3,1,,,,,,,,,,4,2,3,4,3,3,4,5,4,,,,,,,,,,2,3,1,2,1,3,2,2,2,2520,23,2,2,50,4,4,1,1,4,4,44.225494384766,-87.614402770996
,,0,3,,,0,2,1,4,1,1,1,3,1,2,0,4,0,1,,,,,3,3,2,7,4,3,1,5,6,,,,,,,,,,,,,,,,,,,4,3,5,2,5,8,1,3,5,2,1,2,2,1,2,2,4,1,150,19,1,1,14,5,5,1,1,5,2,40.911102294922,-74.142501831055
,,0,2,,,,,1,4,1,1,0,1,0,4,0,3,1,2,1,3,,,5,6,1,6,5,3,4,2,7,,,,,,,,,,,,,,,,,,,5,5,8,6,4,6,7,7,5,1,1,1,1,1,2,2,4,1,80,24,1,1,11,6,5,1,1,1,2,34.125595092773,-77.918998718262
1,2,0,3,0,2,,,,,0,4,1,4,1,3,1,1,0,1,,,,,4,1,1,2,3,7,5,4,6,,,,,,,,,,,,,,,,,,,8,7,1,1,8,7,5,5,1,2,1,2,2,2,5,1,1,2,139,23,1,1,46,5,2,1,1,3,1,44.492904663086,-73.225303649902
1,2,0,2,0,4,0,1,1,4,0,3,1,3,,,,,,,1,1,,,6,1,2,4,1,7,5,6,3,,,,,,,,,,8,8,8,8,8,8,8,8,8,,,,,,,,,,2,1,2,2,2,6,4,1,2,227,18,1,1,48,6,1,1,1,1,4,46.97200012207,-124.14320373535
1,2,0,1,0,2,,,,,0,3,1,4,0,4,1,3,,,1,1,,,3,1,1,6,3,7,5,2,4,5,4,5,8,5,5,5,5,4,,,,,,,,,,,,,,,,,,,2,3,2,2,1,4,2,2,2,265,22,1,1,48,6,1,1,1,4,2,48.36360168457,-121.98030090332
,,1,2,0,4,,,1,4,0,3,1,1,0,2,,,1,3,0,1,,,4,2,1,3,4,7,6,5,2,6,6,8,7,9,5,5,7,6,,,,,,,,,,,,,,,,,,,2,1,2,2,2,7,2,2,2,110,15,2,2,10,3,3,1,1,2,4,26.148895263672,-80.125701904297
1,3,0,1,0,2,0,3,0,4,,,1,1,1,4,,,1,2,,,,,3,1,5,3,6,1,2,7,4,,,,,,,,,,5,1,9,2,7,1,7,5,3,,,,,,,,,,2,1,2,2,1,3,4,1,2,250,25,1,1,50,5,2,1,1,1,1,42.925201416016,-89.156196594238
,,,,0,3,0,4,0,1,,,0,2,1,2,1,4,,,1,3,1,1,6,6,2,5,1,4,6,3,7,,,,,,,,,,5,3,5,5,2,5,6,7,1,,,,,,,,,,2,1,2,2,1,2,2,4,1,185,19,1,2,47,2,5,1,1,3,2,34.137893676758,-118.1296005249
0,2,,,1,4,0,1,1,3,0,3,1,1,,,,,0,4,1,2,,,9,7,3,1,5,7,4,6,2,,,,,,,,,,,,,,,,,,,8,8,1,1,8,8,5,5,1,2,1,2,2,2,1,1,3,2,150,19,2,2,31,5,6,1,1,5,3,40.655899047852,-74.304496765137
0,3,0,1,0,2,1,4,1,2,0,4,1,1,,,,,1,3,,,,,7,3,2,1,5,7,4,6,3,9,9,8,9,7,9,9,9,9,,,,,,,,,,,,,,,,,,,1,1,1,2,2,5,2,2,2,117,14,2,2,5,3,4,1,1,3,4,34.293502807617,-118.2566986084
1,4,0,1,0,3,0,4,1,3,,,1,1,1,2,,,0,2,,,,,2,1,1,5,4,7,3,6,2,,,,,,,,,,5,5,9,1,9,3,9,5,3,,,,,,,,,,2,1,1,2,2,4,1,1,2,130,15,1,1,18,2,1,1,1,4,1,36.937606811523,-85.946296691895
0,3,0,2,,,0,1,,,1,1,1,4,0,4,1,3,,,1,2,,,6,5,6,5,7,1,2,4,3,,,,,,,,,,4,8,4,6,2,3,1,2,2,,,,,,,,,,2,1,2,2,1,2,2,3,1,160,6,1,2,5,3,4,1,1,1,2,30.441604614258,-97.598602294922
1,4,0,2,0,1,,,0,4,0,3,1,1,1,3,,,1,2,,,,,3,2,1,5,4,7,3,2,6,3,6,6,5,1,6,5,6,4,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,2,2,115,13,2,2,5,4,4,1,1,1,4,36.81120300293,-119.71289825439
1,1,0,4,,,,,0,3,,,1,3,1,4,0,2,0,1,1,2,,,4,1,3,2,4,6,1,5,7,,,,,,,,,,2,5,6,2,6,3,2,5,6,,,,,,,,,,2,1,2,2,1,5,2,2,2,290,24,1,1,39,2,1,1,1,3,1,41.463592529297,-75.629096984863
1,2,,,0,4,1,1,,,0,1,1,3,,,0,2,1,4,,,0,3,2,2,1,3,4,7,6,2,5,4,5,5,5,1,5,5,7,3,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,1,3,2,95,14,2,2,10,3,2,3,1,1,4,27.317398071289,-80.34880065918
,,0,3,0,2,,,,,0,1,0,4,1,4,1,2,,,1,3,1,1,3,1,4,6,1,7,5,3,2,,,,,,,,,,2,2,2,2,2,2,2,4,2,,,,,,,,,,2,1,2,2,2,2,1,1,2,189,11,1,1,33,3,1,1,5,2,1,40.750595092773,-73.82039642334
,,0,1,0,3,0,2,1,2,,,1,1,1,3,1,4,0,4,,,,,5,5,5,1,2,6,7,4,3,5,3,3,8,5,5,5,5,8,,,,,,,,,,,,,,,,,,,2,1,2,2,1,4,4,1,2,140,22,1,2,5,5,7,1,14,3,1,34.00390625,-118.43379974365
,,0,3,0,4,0,2,1,3,1,1,1,2,,,,,1,4,,,0,1,9,4,7,4,2,3,5,1,6,,,,,,,,,,8,8,8,8,8,8,8,8,8,,,,,,,,,,2,1,2,2,2,4,2,3,2,140,15,2,2,31,6,9,1,1,3,4,40.294403076172,-73.993202209473
0,3,0,2,,,0,1,,,0,4,1,2,,,1,1,,,1,3,1,4,8,8,7,1,5,4,6,3,2,5,8,5,8,5,5,5,5,8,,,,,,,,,,,,,,,,,,,2,1,2,2,1,5,2,3,2,168,21,2,2,31,6,9,1,5,4,4,39.970993041992,-74.847297668457
0,1,,,,,,,0,3,1,1,1,2,1,3,,,0,2,0,4,1,4,9,9,3,7,5,4,1,6,2,,,,,,,,,,,,,,,,,,,4,7,7,5,4,5,5,6,5,2,1,2,2,1,3,2,4,1,90,4,2,2,5,6,4,1,1,1,1,40.624694824219,-111.71230316162
1,1,0,1,1,4,0,3,,,,,1,2,,,,,0,2,1,3,0,4,5,3,2,6,4,1,7,3,5,,,,,,,,,,,,,,,,,,,8,6,8,6,2,1,8,1,1,2,1,2,2,2,2,1,3,1,200,17,2,2,27,5,9,1,1,3,1,48.829803466797,-114.93029785156
1,4,,,1,2,0,4,1,3,0,1,1,1,0,3,,,,,,,0,2,9,9,7,2,6,1,4,3,5,,,,,,,,,,,,,,,,,,,8,7,9,7,8,8,9,9,8,1,1,2,2,1,4,2,4,2,174,21,2,2,43,5,9,1,1,3,4,35.091094970703,-89.651000976562
1,3,0,3,0,1,,,1,1,0,2,,,1,2,,,0,4,,,1,4,2,1,1,4,5,7,2,3,6,,,,,,,,,,,,,,,,,,,2,9,2,1,9,3,9,5,1,2,1,2,2,1,5,4,1,2,225,24,1,1,36,3,1,1,2,2,1,41.507400512695,-81.60530090332
1,2,,,,,1,3,0,4,0,2,,,0,3,1,1,0,1,,,1,4,6,7,2,3,7,5,4,6,1,,,,,,,,,,,,,,,,,,,4,4,6,3,6,5,5,6,7,2,1,2,2,1,2,2,4,1,187,19,2,1,47,2,5,1,1,4,2,38.672897338867,-121.14880371094
